,player-1,player-2,player-3,player-4,avg
415,J Anderson,GJ Delany,SW Poynter,SP Terry,0.0
416,J Anderson,GJ Delany,SW Poynter,WTS Porterfield,0.0
417,J Anderson,GJ Delany,SW Poynter,Simi Singh,0.0
418,J Anderson,GJ Delany,SW Poynter,J Cameron-Dow,0.0
419,J Anderson,GJ Delany,SW Poynter,MR Adair,0.0
420,J Anderson,GJ Delany,PKD Chase,SP Terry,0.0
421,J Anderson,GJ Delany,PKD Chase,WTS Porterfield,0.0
422,J Anderson,GJ Delany,PKD Chase,Simi Singh,0.0
423,J Anderson,GJ Delany,PKD Chase,J Cameron-Dow,0.0
424,J Anderson,GJ Delany,PKD Chase,MR Adair,0.0
425,J Anderson,GJ Delany,SP Terry,WTS Porterfield,0.0
426,J Anderson,GJ Delany,SP Terry,Simi Singh,0.0
427,J Anderson,GJ Delany,J Cameron-Dow,SP Terry,0.0
428,J Anderson,GJ Delany,MR Adair,SP Terry,0.0
429,J Anderson,GJ Delany,Simi Singh,WTS Porterfield,0.0
430,J Anderson,GJ Delany,J Cameron-Dow,WTS Porterfield,0.0
431,J Anderson,GJ Delany,MR Adair,WTS Porterfield,0.0
432,J Anderson,GJ Delany,J Cameron-Dow,Simi Singh,0.0
433,J Anderson,GJ Delany,MR Adair,Simi Singh,0.0
434,J Anderson,GJ Delany,J Cameron-Dow,MR Adair,0.0
435,GJ Delany,WB Rankin,NJ O'Brien,SR Thompson,0.0
436,GJ Delany,WB Rankin,GH Dockrell,SR Thompson,0.0
437,GJ Delany,WB Rankin,AR McBrine,SR Thompson,0.0
438,SC Getkate,GJ Delany,WB Rankin,SR Thompson,0.0
439,HT Tector,GJ Delany,WB Rankin,SR Thompson,0.0
440,GJ Delany,WB Rankin,J Mulder,SR Thompson,0.0
441,GJ Delany,WB Rankin,PR Stirling,SR Thompson,0.0
442,GJ Delany,WB Rankin,CA Young,SR Thompson,0.0
443,BJ McCarthy,GJ Delany,WB Rankin,SR Thompson,0.0
444,MC Sorensen,GJ Delany,WB Rankin,SR Thompson,0.0
445,GC Wilson,GJ Delany,WB Rankin,SR Thompson,0.0
446,LJ Tucker,GJ Delany,WB Rankin,SR Thompson,0.0
447,JB Little,GJ Delany,WB Rankin,SR Thompson,0.0
448,GJ Delany,WB Rankin,EC Joyce,SR Thompson,0.0
449,GJ Delany,WB Rankin,JF Mooney,SR Thompson,0.0
450,GJ Delany,WB Rankin,JA McCollum,SR Thompson,0.0
451,TJ Murtagh,GJ Delany,WB Rankin,SR Thompson,0.0
452,GJ Delany,KJ O'Brien,WB Rankin,SR Thompson,0.0
453,A Balbirnie,GJ Delany,WB Rankin,SR Thompson,0.0
454,GJ Delany,WB Rankin,C Campher,SR Thompson,0.0
455,GJ Delany,AR Cusack,WB Rankin,SR Thompson,0.0
456,GJ Delany,WB Rankin,SW Poynter,SR Thompson,0.0
457,GJ Delany,PKD Chase,WB Rankin,SR Thompson,0.0
458,GJ Delany,WB Rankin,SP Terry,SR Thompson,0.0
459,GJ Delany,WB Rankin,WTS Porterfield,SR Thompson,0.0
460,GJ Delany,Simi Singh,WB Rankin,SR Thompson,0.0
461,J Cameron-Dow,GJ Delany,WB Rankin,SR Thompson,0.0
462,GJ Delany,WB Rankin,MR Adair,SR Thompson,0.0
463,GJ Delany,NJ O'Brien,GH Dockrell,SR Thompson,0.0
464,AR McBrine,GJ Delany,NJ O'Brien,SR Thompson,0.0
465,SC Getkate,GJ Delany,NJ O'Brien,SR Thompson,0.0
466,HT Tector,GJ Delany,NJ O'Brien,SR Thompson,0.0
467,GJ Delany,NJ O'Brien,J Mulder,SR Thompson,0.0
468,GJ Delany,PR Stirling,NJ O'Brien,SR Thompson,0.0
469,GJ Delany,NJ O'Brien,CA Young,SR Thompson,0.0
470,BJ McCarthy,GJ Delany,NJ O'Brien,SR Thompson,0.0
471,MC Sorensen,GJ Delany,NJ O'Brien,SR Thompson,0.0
472,GC Wilson,GJ Delany,NJ O'Brien,SR Thompson,0.0
473,LJ Tucker,GJ Delany,NJ O'Brien,SR Thompson,0.0
474,JB Little,GJ Delany,NJ O'Brien,SR Thompson,0.0
475,GJ Delany,NJ O'Brien,EC Joyce,SR Thompson,0.0
476,GJ Delany,NJ O'Brien,JF Mooney,SR Thompson,0.0
477,GJ Delany,JA McCollum,NJ O'Brien,SR Thompson,0.0
478,TJ Murtagh,GJ Delany,NJ O'Brien,SR Thompson,0.0
479,GJ Delany,KJ O'Brien,NJ O'Brien,SR Thompson,0.0
480,A Balbirnie,GJ Delany,NJ O'Brien,SR Thompson,0.0
481,GJ Delany,C Campher,NJ O'Brien,SR Thompson,0.0
482,GJ Delany,AR Cusack,NJ O'Brien,SR Thompson,0.0
483,GJ Delany,SW Poynter,NJ O'Brien,SR Thompson,0.0
484,GJ Delany,PKD Chase,NJ O'Brien,SR Thompson,0.0
485,GJ Delany,NJ O'Brien,SP Terry,SR Thompson,0.0
486,GJ Delany,NJ O'Brien,WTS Porterfield,SR Thompson,0.0
487,GJ Delany,Simi Singh,NJ O'Brien,SR Thompson,0.0
488,J Cameron-Dow,GJ Delany,NJ O'Brien,SR Thompson,0.0
489,GJ Delany,NJ O'Brien,MR Adair,SR Thompson,0.0
490,GJ Delany,AR McBrine,GH Dockrell,SR Thompson,0.0
491,SC Getkate,GJ Delany,GH Dockrell,SR Thompson,0.0
492,HT Tector,GJ Delany,GH Dockrell,SR Thompson,0.0
493,GJ Delany,J Mulder,GH Dockrell,SR Thompson,0.0
494,GJ Delany,PR Stirling,GH Dockrell,SR Thompson,0.0
495,GJ Delany,CA Young,GH Dockrell,SR Thompson,0.0
496,BJ McCarthy,GJ Delany,GH Dockrell,SR Thompson,0.0
497,MC Sorensen,GJ Delany,GH Dockrell,SR Thompson,0.0
498,GC Wilson,GJ Delany,GH Dockrell,SR Thompson,0.0
499,LJ Tucker,GJ Delany,GH Dockrell,SR Thompson,0.0
500,JB Little,GJ Delany,GH Dockrell,SR Thompson,0.0
501,EC Joyce,GJ Delany,GH Dockrell,SR Thompson,0.0
502,GJ Delany,JF Mooney,GH Dockrell,SR Thompson,0.0
503,GJ Delany,JA McCollum,GH Dockrell,SR Thompson,0.0
504,TJ Murtagh,GJ Delany,GH Dockrell,SR Thompson,0.0
505,GJ Delany,KJ O'Brien,GH Dockrell,SR Thompson,0.0
506,A Balbirnie,GJ Delany,GH Dockrell,SR Thompson,0.0
507,GJ Delany,C Campher,GH Dockrell,SR Thompson,0.0
508,GJ Delany,AR Cusack,GH Dockrell,SR Thompson,0.0
509,GJ Delany,SW Poynter,GH Dockrell,SR Thompson,0.0
510,GJ Delany,PKD Chase,GH Dockrell,SR Thompson,0.0
511,SP Terry,GJ Delany,GH Dockrell,SR Thompson,0.0
512,WTS Porterfield,GJ Delany,GH Dockrell,SR Thompson,0.0
513,GJ Delany,Simi Singh,GH Dockrell,SR Thompson,0.0
514,J Cameron-Dow,GJ Delany,GH Dockrell,SR Thompson,0.0
515,GJ Delany,MR Adair,GH Dockrell,SR Thompson,0.0
516,SC Getkate,GJ Delany,AR McBrine,SR Thompson,0.0
517,HT Tector,GJ Delany,AR McBrine,SR Thompson,0.0
518,GJ Delany,AR McBrine,J Mulder,SR Thompson,0.0
519,GJ Delany,PR Stirling,AR McBrine,SR Thompson,0.0
520,GJ Delany,AR McBrine,CA Young,SR Thompson,0.0
521,BJ McCarthy,GJ Delany,AR McBrine,SR Thompson,0.0
522,MC Sorensen,GJ Delany,AR McBrine,SR Thompson,0.0
523,GC Wilson,GJ Delany,AR McBrine,SR Thompson,0.0
524,LJ Tucker,GJ Delany,AR McBrine,SR Thompson,0.0
525,JB Little,GJ Delany,AR McBrine,SR Thompson,0.0
526,GJ Delany,AR McBrine,EC Joyce,SR Thompson,0.0
527,GJ Delany,AR McBrine,JF Mooney,SR Thompson,0.0
528,GJ Delany,JA McCollum,AR McBrine,SR Thompson,0.0
529,TJ Murtagh,GJ Delany,AR McBrine,SR Thompson,0.0
530,GJ Delany,KJ O'Brien,AR McBrine,SR Thompson,0.0
531,A Balbirnie,GJ Delany,AR McBrine,SR Thompson,0.0
532,GJ Delany,C Campher,AR McBrine,SR Thompson,0.0
533,GJ Delany,AR Cusack,AR McBrine,SR Thompson,0.0
534,GJ Delany,SW Poynter,AR McBrine,SR Thompson,0.0
535,GJ Delany,PKD Chase,AR McBrine,SR Thompson,0.0
536,GJ Delany,AR McBrine,SP Terry,SR Thompson,0.0
537,GJ Delany,AR McBrine,WTS Porterfield,SR Thompson,0.0
538,GJ Delany,Simi Singh,AR McBrine,SR Thompson,0.0
539,J Cameron-Dow,GJ Delany,AR McBrine,SR Thompson,0.0
540,GJ Delany,AR McBrine,MR Adair,SR Thompson,0.0
541,SC Getkate,HT Tector,GJ Delany,SR Thompson,0.0
542,SC Getkate,GJ Delany,J Mulder,SR Thompson,0.0
543,SC Getkate,GJ Delany,PR Stirling,SR Thompson,0.0
544,SC Getkate,GJ Delany,CA Young,SR Thompson,0.0
545,SC Getkate,GJ Delany,BJ McCarthy,SR Thompson,0.0
546,SC Getkate,MC Sorensen,GJ Delany,SR Thompson,0.0
547,SC Getkate,GC Wilson,GJ Delany,SR Thompson,0.0
548,SC Getkate,GJ Delany,LJ Tucker,SR Thompson,0.0
549,SC Getkate,GJ Delany,JB Little,SR Thompson,0.0
550,SC Getkate,GJ Delany,EC Joyce,SR Thompson,0.0
551,SC Getkate,GJ Delany,JF Mooney,SR Thompson,0.0
552,SC Getkate,GJ Delany,JA McCollum,SR Thompson,0.0
553,SC Getkate,TJ Murtagh,GJ Delany,SR Thompson,0.0
554,SC Getkate,GJ Delany,KJ O'Brien,SR Thompson,0.0
555,SC Getkate,A Balbirnie,GJ Delany,SR Thompson,0.0
556,SC Getkate,GJ Delany,C Campher,SR Thompson,0.0
557,SC Getkate,GJ Delany,AR Cusack,SR Thompson,0.0
558,SC Getkate,GJ Delany,SW Poynter,SR Thompson,0.0
559,SC Getkate,GJ Delany,PKD Chase,SR Thompson,0.0
560,SC Getkate,GJ Delany,SP Terry,SR Thompson,0.0
561,SC Getkate,GJ Delany,WTS Porterfield,SR Thompson,0.0
562,SC Getkate,GJ Delany,Simi Singh,SR Thompson,0.0
563,SC Getkate,J Cameron-Dow,GJ Delany,SR Thompson,0.0
564,SC Getkate,GJ Delany,MR Adair,SR Thompson,0.0
565,HT Tector,GJ Delany,J Mulder,SR Thompson,0.0
566,HT Tector,GJ Delany,PR Stirling,SR Thompson,0.0
567,HT Tector,GJ Delany,CA Young,SR Thompson,0.0
568,BJ McCarthy,HT Tector,GJ Delany,SR Thompson,0.0
569,HT Tector,GJ Delany,MC Sorensen,SR Thompson,0.0
570,GC Wilson,HT Tector,GJ Delany,SR Thompson,0.0
571,LJ Tucker,HT Tector,GJ Delany,SR Thompson,0.0
572,JB Little,HT Tector,GJ Delany,SR Thompson,0.0
573,HT Tector,GJ Delany,EC Joyce,SR Thompson,0.0
574,HT Tector,GJ Delany,JF Mooney,SR Thompson,0.0
575,HT Tector,GJ Delany,JA McCollum,SR Thompson,0.0
576,HT Tector,GJ Delany,TJ Murtagh,SR Thompson,0.0
577,HT Tector,GJ Delany,KJ O'Brien,SR Thompson,0.0
578,HT Tector,GJ Delany,A Balbirnie,SR Thompson,0.0
579,HT Tector,GJ Delany,C Campher,SR Thompson,0.0
580,HT Tector,GJ Delany,AR Cusack,SR Thompson,0.0
581,HT Tector,GJ Delany,SW Poynter,SR Thompson,0.0
582,HT Tector,GJ Delany,PKD Chase,SR Thompson,0.0
583,HT Tector,GJ Delany,SP Terry,SR Thompson,0.0
584,HT Tector,GJ Delany,WTS Porterfield,SR Thompson,0.0
585,HT Tector,GJ Delany,Simi Singh,SR Thompson,0.0
586,HT Tector,GJ Delany,J Cameron-Dow,SR Thompson,0.0
587,HT Tector,GJ Delany,MR Adair,SR Thompson,0.0
588,GJ Delany,PR Stirling,J Mulder,SR Thompson,0.0
589,GJ Delany,J Mulder,CA Young,SR Thompson,0.0
590,BJ McCarthy,GJ Delany,J Mulder,SR Thompson,0.0
591,MC Sorensen,GJ Delany,J Mulder,SR Thompson,0.0
592,GC Wilson,GJ Delany,J Mulder,SR Thompson,0.0
593,LJ Tucker,GJ Delany,J Mulder,SR Thompson,0.0
594,JB Little,GJ Delany,J Mulder,SR Thompson,0.0
595,GJ Delany,J Mulder,EC Joyce,SR Thompson,0.0
596,GJ Delany,J Mulder,JF Mooney,SR Thompson,0.0
597,GJ Delany,JA McCollum,J Mulder,SR Thompson,0.0
598,TJ Murtagh,GJ Delany,J Mulder,SR Thompson,0.0
599,GJ Delany,KJ O'Brien,J Mulder,SR Thompson,0.0
600,A Balbirnie,GJ Delany,J Mulder,SR Thompson,0.0
601,GJ Delany,C Campher,J Mulder,SR Thompson,0.0
602,GJ Delany,AR Cusack,J Mulder,SR Thompson,0.0
603,GJ Delany,SW Poynter,J Mulder,SR Thompson,0.0
604,GJ Delany,PKD Chase,J Mulder,SR Thompson,0.0
605,GJ Delany,J Mulder,SP Terry,SR Thompson,0.0
606,GJ Delany,J Mulder,WTS Porterfield,SR Thompson,0.0
607,GJ Delany,Simi Singh,J Mulder,SR Thompson,0.0
608,J Cameron-Dow,GJ Delany,J Mulder,SR Thompson,0.0
609,GJ Delany,J Mulder,MR Adair,SR Thompson,0.0
610,GJ Delany,PR Stirling,CA Young,SR Thompson,0.0
611,BJ McCarthy,GJ Delany,PR Stirling,SR Thompson,0.0
612,MC Sorensen,GJ Delany,PR Stirling,SR Thompson,0.0
613,GC Wilson,GJ Delany,PR Stirling,SR Thompson,0.0
614,LJ Tucker,GJ Delany,PR Stirling,SR Thompson,0.0
615,JB Little,GJ Delany,PR Stirling,SR Thompson,0.0
616,GJ Delany,PR Stirling,EC Joyce,SR Thompson,0.0
617,GJ Delany,PR Stirling,JF Mooney,SR Thompson,0.0
618,GJ Delany,PR Stirling,JA McCollum,SR Thompson,0.0
619,TJ Murtagh,GJ Delany,PR Stirling,SR Thompson,0.0
620,GJ Delany,KJ O'Brien,PR Stirling,SR Thompson,0.0
621,A Balbirnie,GJ Delany,PR Stirling,SR Thompson,0.0
622,GJ Delany,PR Stirling,C Campher,SR Thompson,0.0
623,GJ Delany,AR Cusack,PR Stirling,SR Thompson,0.0
624,GJ Delany,PR Stirling,SW Poynter,SR Thompson,0.0
625,GJ Delany,PKD Chase,PR Stirling,SR Thompson,0.0
626,GJ Delany,PR Stirling,SP Terry,SR Thompson,0.0
627,GJ Delany,PR Stirling,WTS Porterfield,SR Thompson,0.0
628,GJ Delany,Simi Singh,PR Stirling,SR Thompson,0.0
629,J Cameron-Dow,GJ Delany,PR Stirling,SR Thompson,0.0
630,GJ Delany,PR Stirling,MR Adair,SR Thompson,0.0
631,BJ McCarthy,GJ Delany,CA Young,SR Thompson,0.0
632,MC Sorensen,GJ Delany,CA Young,SR Thompson,0.0
633,GC Wilson,GJ Delany,CA Young,SR Thompson,0.0
634,LJ Tucker,GJ Delany,CA Young,SR Thompson,0.0
635,JB Little,GJ Delany,CA Young,SR Thompson,0.0
636,EC Joyce,GJ Delany,CA Young,SR Thompson,0.0
637,GJ Delany,JF Mooney,CA Young,SR Thompson,0.0
638,GJ Delany,JA McCollum,CA Young,SR Thompson,0.0
639,TJ Murtagh,GJ Delany,CA Young,SR Thompson,0.0
640,GJ Delany,KJ O'Brien,CA Young,SR Thompson,0.0
641,A Balbirnie,GJ Delany,CA Young,SR Thompson,0.0
642,GJ Delany,C Campher,CA Young,SR Thompson,0.0
643,GJ Delany,AR Cusack,CA Young,SR Thompson,0.0
644,GJ Delany,SW Poynter,CA Young,SR Thompson,0.0
645,GJ Delany,PKD Chase,CA Young,SR Thompson,0.0
646,SP Terry,GJ Delany,CA Young,SR Thompson,0.0
647,WTS Porterfield,GJ Delany,CA Young,SR Thompson,0.0
648,GJ Delany,Simi Singh,CA Young,SR Thompson,0.0
649,J Cameron-Dow,GJ Delany,CA Young,SR Thompson,0.0
650,GJ Delany,MR Adair,CA Young,SR Thompson,0.0
651,BJ McCarthy,MC Sorensen,GJ Delany,SR Thompson,0.0
652,BJ McCarthy,GC Wilson,GJ Delany,SR Thompson,0.0
653,BJ McCarthy,GJ Delany,LJ Tucker,SR Thompson,0.0
654,BJ McCarthy,GJ Delany,JB Little,SR Thompson,0.0
655,BJ McCarthy,GJ Delany,EC Joyce,SR Thompson,0.0
656,BJ McCarthy,GJ Delany,JF Mooney,SR Thompson,0.0
657,BJ McCarthy,GJ Delany,JA McCollum,SR Thompson,0.0
658,BJ McCarthy,TJ Murtagh,GJ Delany,SR Thompson,0.0
659,BJ McCarthy,GJ Delany,KJ O'Brien,SR Thompson,0.0
660,BJ McCarthy,A Balbirnie,GJ Delany,SR Thompson,0.0
661,BJ McCarthy,GJ Delany,C Campher,SR Thompson,0.0
662,BJ McCarthy,GJ Delany,AR Cusack,SR Thompson,0.0
663,BJ McCarthy,GJ Delany,SW Poynter,SR Thompson,0.0
664,BJ McCarthy,GJ Delany,PKD Chase,SR Thompson,0.0
665,BJ McCarthy,GJ Delany,SP Terry,SR Thompson,0.0
666,BJ McCarthy,GJ Delany,WTS Porterfield,SR Thompson,0.0
667,BJ McCarthy,GJ Delany,Simi Singh,SR Thompson,0.0
668,BJ McCarthy,J Cameron-Dow,GJ Delany,SR Thompson,0.0
669,BJ McCarthy,GJ Delany,MR Adair,SR Thompson,0.0
670,GC Wilson,MC Sorensen,GJ Delany,SR Thompson,0.0
671,LJ Tucker,MC Sorensen,GJ Delany,SR Thompson,0.0
672,JB Little,MC Sorensen,GJ Delany,SR Thompson,0.0
673,MC Sorensen,GJ Delany,EC Joyce,SR Thompson,0.0
674,MC Sorensen,GJ Delany,JF Mooney,SR Thompson,0.0
675,MC Sorensen,GJ Delany,JA McCollum,SR Thompson,0.0
676,MC Sorensen,GJ Delany,TJ Murtagh,SR Thompson,0.0
677,MC Sorensen,GJ Delany,KJ O'Brien,SR Thompson,0.0
678,MC Sorensen,GJ Delany,A Balbirnie,SR Thompson,0.0
679,MC Sorensen,GJ Delany,C Campher,SR Thompson,0.0
680,MC Sorensen,GJ Delany,AR Cusack,SR Thompson,0.0
681,MC Sorensen,GJ Delany,SW Poynter,SR Thompson,0.0
682,MC Sorensen,GJ Delany,PKD Chase,SR Thompson,0.0
683,MC Sorensen,GJ Delany,SP Terry,SR Thompson,0.0
684,MC Sorensen,GJ Delany,WTS Porterfield,SR Thompson,0.0
685,MC Sorensen,GJ Delany,Simi Singh,SR Thompson,0.0
686,MC Sorensen,GJ Delany,J Cameron-Dow,SR Thompson,0.0
687,MC Sorensen,GJ Delany,MR Adair,SR Thompson,0.0
688,GC Wilson,GJ Delany,LJ Tucker,SR Thompson,0.0
689,GC Wilson,GJ Delany,JB Little,SR Thompson,0.0
690,GC Wilson,GJ Delany,EC Joyce,SR Thompson,0.0
691,GC Wilson,GJ Delany,JF Mooney,SR Thompson,0.0
692,GC Wilson,GJ Delany,JA McCollum,SR Thompson,0.0
693,GC Wilson,TJ Murtagh,GJ Delany,SR Thompson,0.0
694,GC Wilson,GJ Delany,KJ O'Brien,SR Thompson,0.0
695,GC Wilson,A Balbirnie,GJ Delany,SR Thompson,0.0
696,GC Wilson,GJ Delany,C Campher,SR Thompson,0.0
697,GC Wilson,GJ Delany,AR Cusack,SR Thompson,0.0
698,GC Wilson,GJ Delany,SW Poynter,SR Thompson,0.0
699,GC Wilson,GJ Delany,PKD Chase,SR Thompson,0.0
700,GC Wilson,GJ Delany,SP Terry,SR Thompson,0.0
701,GC Wilson,GJ Delany,WTS Porterfield,SR Thompson,0.0
702,GC Wilson,GJ Delany,Simi Singh,SR Thompson,0.0
703,GC Wilson,J Cameron-Dow,GJ Delany,SR Thompson,0.0
704,GC Wilson,GJ Delany,MR Adair,SR Thompson,0.0
705,LJ Tucker,GJ Delany,JB Little,SR Thompson,0.0
706,LJ Tucker,GJ Delany,EC Joyce,SR Thompson,0.0
707,LJ Tucker,GJ Delany,JF Mooney,SR Thompson,0.0
708,LJ Tucker,GJ Delany,JA McCollum,SR Thompson,0.0
709,LJ Tucker,TJ Murtagh,GJ Delany,SR Thompson,0.0
710,LJ Tucker,GJ Delany,KJ O'Brien,SR Thompson,0.0
711,LJ Tucker,A Balbirnie,GJ Delany,SR Thompson,0.0
712,LJ Tucker,GJ Delany,C Campher,SR Thompson,0.0
713,LJ Tucker,GJ Delany,AR Cusack,SR Thompson,0.0
714,LJ Tucker,GJ Delany,SW Poynter,SR Thompson,0.0
715,LJ Tucker,GJ Delany,PKD Chase,SR Thompson,0.0
716,LJ Tucker,GJ Delany,SP Terry,SR Thompson,0.0
717,LJ Tucker,GJ Delany,WTS Porterfield,SR Thompson,0.0
718,LJ Tucker,GJ Delany,Simi Singh,SR Thompson,0.0
719,LJ Tucker,J Cameron-Dow,GJ Delany,SR Thompson,0.0
720,LJ Tucker,GJ Delany,MR Adair,SR Thompson,0.0
721,JB Little,GJ Delany,EC Joyce,SR Thompson,0.0
722,JB Little,GJ Delany,JF Mooney,SR Thompson,0.0
723,JB Little,GJ Delany,JA McCollum,SR Thompson,0.0
724,JB Little,TJ Murtagh,GJ Delany,SR Thompson,0.0
725,JB Little,GJ Delany,KJ O'Brien,SR Thompson,0.0
726,JB Little,A Balbirnie,GJ Delany,SR Thompson,0.0
727,JB Little,GJ Delany,C Campher,SR Thompson,0.0
728,JB Little,GJ Delany,AR Cusack,SR Thompson,0.0
729,JB Little,GJ Delany,SW Poynter,SR Thompson,0.0
730,JB Little,GJ Delany,PKD Chase,SR Thompson,0.0
731,JB Little,GJ Delany,SP Terry,SR Thompson,0.0
732,JB Little,GJ Delany,WTS Porterfield,SR Thompson,0.0
733,JB Little,GJ Delany,Simi Singh,SR Thompson,0.0
734,JB Little,J Cameron-Dow,GJ Delany,SR Thompson,0.0
735,JB Little,GJ Delany,MR Adair,SR Thompson,0.0
736,GJ Delany,JF Mooney,EC Joyce,SR Thompson,0.0
737,GJ Delany,JA McCollum,EC Joyce,SR Thompson,0.0
738,TJ Murtagh,GJ Delany,EC Joyce,SR Thompson,0.0
739,GJ Delany,KJ O'Brien,EC Joyce,SR Thompson,0.0
740,A Balbirnie,GJ Delany,EC Joyce,SR Thompson,0.0
741,GJ Delany,C Campher,EC Joyce,SR Thompson,0.0
742,GJ Delany,AR Cusack,EC Joyce,SR Thompson,0.0
743,GJ Delany,SW Poynter,EC Joyce,SR Thompson,0.0
744,GJ Delany,PKD Chase,EC Joyce,SR Thompson,0.0
745,SP Terry,GJ Delany,EC Joyce,SR Thompson,0.0
746,WTS Porterfield,GJ Delany,EC Joyce,SR Thompson,0.0
747,GJ Delany,Simi Singh,EC Joyce,SR Thompson,0.0
748,J Cameron-Dow,GJ Delany,EC Joyce,SR Thompson,0.0
749,GJ Delany,MR Adair,EC Joyce,SR Thompson,0.0
750,GJ Delany,JA McCollum,JF Mooney,SR Thompson,0.0
751,TJ Murtagh,GJ Delany,JF Mooney,SR Thompson,0.0
752,GJ Delany,KJ O'Brien,JF Mooney,SR Thompson,0.0
753,A Balbirnie,GJ Delany,JF Mooney,SR Thompson,0.0
754,GJ Delany,C Campher,JF Mooney,SR Thompson,0.0
755,GJ Delany,AR Cusack,JF Mooney,SR Thompson,0.0
756,GJ Delany,SW Poynter,JF Mooney,SR Thompson,0.0
757,GJ Delany,PKD Chase,JF Mooney,SR Thompson,0.0
758,SP Terry,GJ Delany,JF Mooney,SR Thompson,0.0
759,WTS Porterfield,GJ Delany,JF Mooney,SR Thompson,0.0
760,GJ Delany,Simi Singh,JF Mooney,SR Thompson,0.0
761,J Cameron-Dow,GJ Delany,JF Mooney,SR Thompson,0.0
762,GJ Delany,MR Adair,JF Mooney,SR Thompson,0.0
763,TJ Murtagh,GJ Delany,JA McCollum,SR Thompson,0.0
764,GJ Delany,KJ O'Brien,JA McCollum,SR Thompson,0.0
765,A Balbirnie,GJ Delany,JA McCollum,SR Thompson,0.0
766,GJ Delany,JA McCollum,C Campher,SR Thompson,0.0
767,GJ Delany,AR Cusack,JA McCollum,SR Thompson,0.0
768,GJ Delany,JA McCollum,SW Poynter,SR Thompson,0.0
769,GJ Delany,PKD Chase,JA McCollum,SR Thompson,0.0
770,GJ Delany,JA McCollum,SP Terry,SR Thompson,0.0
771,GJ Delany,JA McCollum,WTS Porterfield,SR Thompson,0.0
772,GJ Delany,Simi Singh,JA McCollum,SR Thompson,0.0
773,J Cameron-Dow,GJ Delany,JA McCollum,SR Thompson,0.0
774,GJ Delany,JA McCollum,MR Adair,SR Thompson,0.0
775,TJ Murtagh,GJ Delany,KJ O'Brien,SR Thompson,0.0
776,TJ Murtagh,GJ Delany,A Balbirnie,SR Thompson,0.0
777,TJ Murtagh,GJ Delany,C Campher,SR Thompson,0.0
778,TJ Murtagh,GJ Delany,AR Cusack,SR Thompson,0.0
779,TJ Murtagh,GJ Delany,SW Poynter,SR Thompson,0.0
780,TJ Murtagh,GJ Delany,PKD Chase,SR Thompson,0.0
781,TJ Murtagh,GJ Delany,SP Terry,SR Thompson,0.0
782,TJ Murtagh,GJ Delany,WTS Porterfield,SR Thompson,0.0
783,TJ Murtagh,GJ Delany,Simi Singh,SR Thompson,0.0
784,TJ Murtagh,GJ Delany,J Cameron-Dow,SR Thompson,0.0
785,TJ Murtagh,GJ Delany,MR Adair,SR Thompson,0.0
786,A Balbirnie,GJ Delany,KJ O'Brien,SR Thompson,0.0
787,GJ Delany,KJ O'Brien,C Campher,SR Thompson,0.0
788,GJ Delany,KJ O'Brien,AR Cusack,SR Thompson,0.0
789,GJ Delany,KJ O'Brien,SW Poynter,SR Thompson,0.0
790,PKD Chase,GJ Delany,KJ O'Brien,SR Thompson,0.0
791,GJ Delany,KJ O'Brien,SP Terry,SR Thompson,0.0
792,GJ Delany,KJ O'Brien,WTS Porterfield,SR Thompson,0.0
793,GJ Delany,KJ O'Brien,Simi Singh,SR Thompson,0.0
794,J Cameron-Dow,GJ Delany,KJ O'Brien,SR Thompson,0.0
795,GJ Delany,KJ O'Brien,MR Adair,SR Thompson,0.0
796,A Balbirnie,GJ Delany,C Campher,SR Thompson,0.0
797,A Balbirnie,GJ Delany,AR Cusack,SR Thompson,0.0
798,A Balbirnie,GJ Delany,SW Poynter,SR Thompson,0.0
799,A Balbirnie,GJ Delany,PKD Chase,SR Thompson,0.0
800,A Balbirnie,GJ Delany,SP Terry,SR Thompson,0.0
801,A Balbirnie,GJ Delany,WTS Porterfield,SR Thompson,0.0
802,A Balbirnie,GJ Delany,Simi Singh,SR Thompson,0.0
803,A Balbirnie,GJ Delany,J Cameron-Dow,SR Thompson,0.0
804,A Balbirnie,GJ Delany,MR Adair,SR Thompson,0.0
805,GJ Delany,AR Cusack,C Campher,SR Thompson,0.0
806,GJ Delany,C Campher,SW Poynter,SR Thompson,0.0
807,GJ Delany,PKD Chase,C Campher,SR Thompson,0.0
808,GJ Delany,C Campher,SP Terry,SR Thompson,0.0
809,GJ Delany,C Campher,WTS Porterfield,SR Thompson,0.0
810,GJ Delany,Simi Singh,C Campher,SR Thompson,0.0
811,J Cameron-Dow,GJ Delany,C Campher,SR Thompson,0.0
812,GJ Delany,C Campher,MR Adair,SR Thompson,0.0
813,GJ Delany,AR Cusack,SW Poynter,SR Thompson,0.0
814,PKD Chase,GJ Delany,AR Cusack,SR Thompson,0.0
815,GJ Delany,AR Cusack,SP Terry,SR Thompson,0.0
816,GJ Delany,AR Cusack,WTS Porterfield,SR Thompson,0.0
817,GJ Delany,AR Cusack,Simi Singh,SR Thompson,0.0
818,J Cameron-Dow,GJ Delany,AR Cusack,SR Thompson,0.0
819,GJ Delany,AR Cusack,MR Adair,SR Thompson,0.0
820,GJ Delany,PKD Chase,SW Poynter,SR Thompson,0.0
