,player-1,player-2,player-3,avg
474,JF Mooney,EC Joyce,GC Wilson,70.3
475,EC Joyce,GC Wilson,KJ O'Brien,77.65217391304348
476,EC Joyce,GC Wilson,J Anderson,41.666666666666664
477,EC Joyce,GC Wilson,TJ Murtagh,57.3
478,EC Joyce,GC Wilson,JB Little,0.0
479,BJ McCarthy,EC Joyce,GC Wilson,58.6
480,CA Young,EC Joyce,GC Wilson,45.0
481,EC Joyce,GC Wilson,GH Dockrell,63.2
482,EC Joyce,GC Wilson,SC Getkate,0.0
483,Simi Singh,EC Joyce,GC Wilson,47.0
484,EC Joyce,GC Wilson,PR Stirling,87.85714285714286
485,EC Joyce,WB Rankin,GC Wilson,36.6
486,EC Joyce,J Cameron-Dow,GC Wilson,0.0
487,EC Joyce,GC Wilson,WTS Porterfield,82.0
488,EC Joyce,GC Wilson,NJ O'Brien,72.6
489,PKD Chase,EC Joyce,GC Wilson,63.5
490,MR Adair,EC Joyce,GC Wilson,0.0
491,C Campher,EC Joyce,GC Wilson,0.0
492,EC Joyce,SR Thompson,GC Wilson,55.8
493,EC Joyce,GC Wilson,AR Cusack,66.0
494,LJ Tucker,JA McCollum,GC Wilson,0.0
495,JA McCollum,J Mulder,GC Wilson,0.0
496,AR McBrine,JA McCollum,GC Wilson,27.5
497,GJ Delany,JA McCollum,GC Wilson,0.0
498,SP Terry,JA McCollum,GC Wilson,0.0
